Actual,Predicted,BERT Precision,BERT Recall,BERT F1,ROUGE-1,ROUGE-2,ROUGE-L,ROUGE-Lsum,BLEU Score,Precision -finetune,Recall -finetune,F1 -finetune,ROUGE-1 -finetune,ROUGE-2 -finetune,ROUGE-L -finetune,ROUGE-Lsum -finetune,BLEU Score -finetune
"Mohammed Ali Malek, 27, has been charged with multiple manslaughter .Arrived in Malta on Italian rescue ship with bodies of 24 migrant victims .He was arrested alongside his 26-year-old Syrian 'smuggler accomplice'Prosecutors say Malek crashed into ship which had come to its rescue .Migrants then shifted position as result of collision, causing it to capsize .","Mohammed Ali Malek, who was arrested on Friday, was a Tunisian national who had been living in Italy for more than a year. Mohammed Ali Malek (right) was a captain on the boat that was carrying a group of migrants Malek's alleged accomplice. Syrian. The migrant ship was carrying a group of 4,000 people, including 2,000 children, when it sank in the Mediterranean Sea on Sunday. Libyan boat's hold by callous traffickers. European plan to tackle the migrant crisis. Italian's equivalent to the 'Brexit' mission. Italy took over the port of Genoa in 2013. Libya has been a major source of migrants for the Italian navy and coastguard. Tony Abbott has called for tougher measures to stop migrants from making the perilous journey from North Africa to Europe Australia's only way to stop the deaths. EU said it was'very concerned' about the migrant crisis. Maltese Prime Minister, who has been a close ally of the Libyan government, has called for the EU to re-establish its maritime borders.                                                  ",0.737409591674805,0.798209190368652,0.766605794429779,0.269419026620185,0.0903428422903493,0.178885375407924,0.178253433924918,0.181185764649063,0.784979701042175,0.818565726280212,0.801420986652374,0.36774779748743,0.166709517135502,0.235075239718949,0.234848417635198,0.329341732502937
"Lippert, 42, suffered deep gashes to his hand when he was assaulted by knife-wielding nationalist Kim Ki-Jong in central Seoul last month .'It is an amazing apparatus, one I haven't seen before - so innovative and creative,' he wrote on Facebook .","Korean brace on his hand while he recovers from last month's knife attack Seoul Severance Hospital has made it in a matter of hours. Lippert, who has a'severe case of amputation', has been using the device for a year. South Korea's'most serious crime' Korean ambassador was'very angry' and'very angry' when he was attacked. South Korea has a long history of repressing North Korea, and has been accused of'symbolic' acts of 'intimidation'. Seoul on Sunday Seoul's police have arrested a man who allegedly raped a woman in the city's central district",0.745089471340179,0.779781639575958,0.762040853500366,0.269419026620185,0.0903428422903493,0.178885375407924,0.178253433924918,0.199219408269221,0.76923793554306,0.830178141593933,0.798547089099884,0.36774779748743,0.166709517135502,0.235075239718949,0.234848417635198,0.25875727616063
Alastair Cook completed his century on the second morning of action .England captain resumed on 95 and reached three figures before retiring .That allowed Ian Bell to arrive at the crease as tourists continued to bat .,England captain Alastair Cook completes a century on the second morning of England's opening tour match in the West Indies.,0.852441906929016,0.819498240947723,0.83564555644989,0.269419026620185,0.0903428422903493,0.178885375407924,0.178253433924918,0.332398978817619,0.822069525718689,0.918976306915283,0.867825984954834,0.36774779748743,0.166709517135502,0.235075239718949,0.234848417635198,0.286326384414323
U.S. hostage Warren Weinstein is believed to have been accidentally killed in counter-terrorism strike .Peter Bergen: U.S. should rethink hostage policy to increase chances of freeing those held .,"U.S. officials had hoped would be a last resort. Pakistani government, the Pakistani Taliban and the Haqqani Network have been able to negotiate with al Qaeda, but the Pakistani government has not been able to negotiate with al Qaeda. Pakistani government described the killing. CIA drone strikes Afghanistan. Amerine and the other three were convicted of a series of felony counts, including conspiracy to commit a felony, and sentenced to life in prison. U.S. forces in Afghanistan. Pakistani official, the group is based in Pakistan and has a strong presence in the tribal regions of Lahore. Shahbaz Taseer's brother. Weinstein, they had a plan to kidnap a second person. al Qaeda U.S.-led drone strikes on Pakistan. Israel responds to the situation. Then, the FBI should be able to do its job more efficiently. to be the person who would be responsible for ensuring that the families of U.S. captives are not abused. White House has a role in coordinating the efforts of the various agencies, the White House has no role in coordinating the efforts of the various agencies. Qatar negotiated with the terrorists. al Qaeda militants in Syria in 2013. The U.S. government should ratchet up pressure on Pakistan to release a U.S.-born American woman and her Pakistani husband, who were taken hostage by the Taliban in Afghanistan.",0.694880306720734,0.79337614774704,0.740868926048279,0.269419026620185,0.0903428422903493,0.178885375407924,0.178253433924918,0.0972940512545807,0.738233804702759,0.827106833457947,0.7801473736763,0.36774779748743,0.166709517135502,0.235075239718949,0.234848417635198,0.194993990653156
"Sofia Davila, 21, nicknamed the 'Black Widow of Facebook' over crimes .Caught after going to police, claiming she was forced out her victim's flat .She has admitted bedding and robbing 15 men after spiking their drinks .","Davila, who was arrested on suspicion of robbery, was a 'black widow' who posed as a 'black woman' on Facebook Diego Escalante, from Tigre, Buenos Aires, said he had been robbed after falling victim to the ploy. TV equipment. Davila had allegedly tricked into stealing from her flat. Davila'stole his wallet and stole his phone'. 'The Argentinean Times' reported that Davila was arrested on suspicion of robbery and drugging. A woman who worked as a PR consultant in Mexico has been arrested for allegedly committing a series of robberies in the city of San Miguel de Allende.",0.774263501167297,0.807793617248535,0.79067325592041,0.269419026620185,0.0903428422903493,0.178885375407924,0.178253433924918,0.164926330623522,0.750024557113647,0.785256683826447,0.767236351966858,0.36774779748743,0.166709517135502,0.235075239718949,0.234848417635198,0.178383621562917
"Australian Fashion Report revealed the Australian-sold brands and companies that ignore the exploitation of their overseas workers .Lowes, Industrie, Best & Less and the Just Group - which includes Just Jeans, Portmans and Dotti - were  some of the worst performers .Etiko, Audrey Blue, Cotton On, H&M and Zara had some of the best scores .75 per cent of companies don't know the source of all their fabrics and inputs .","Australian Fashion Report also found that the Australian workforce is a'very diverse' workforce, with a large proportion of Australians working in the fashion industry. Australian clothing brands. a significant one. Baptist World Aid said. Uzbekistan is a country with a history of a long and proud tradition of cotton production China's Ministry of Agriculture, said: 'The report shows that the country's cotton industry is still a major source of child labour. Baptist World Aid used to assess the companies' compliance with the report. Bangladesh's 'inadequate' labour laws. he said. The UK's biggest retailers have been criticised for not addressing the issue of pay gap between their international workers and domestic workers.",0.744255304336548,0.757991671562195,0.751060664653778,0.269419026620185,0.0903428422903493,0.178885375407924,0.178253433924918,0.19842639979169,0.866763830184937,0.901204228401184,0.883648574352264,0.36774779748743,0.166709517135502,0.235075239718949,0.234848417635198,0.319788555191565
"Arsenal take on Stoke City in Barclays Under 21 Premier League clash .Jack Wilshere and club captain Mikel Arteta have been out since November .Abou Diaby has been ravaged by injuries during nine-year spell at club .Arteta, Wilshere and Diaby are all close to first-team returns .Young winger Serge Gnabry also in the side on return from injury .READ: Arsenal's Alex Oxlade-Chamberlain, Calum Chambers, Jack Wilshere and Danny Welbeck keep their agents close .CLICK HERE for all the latest Arsenal news .","Jack Wilshere, Mikel Arteta and Abou Diaby all start for Arsenal Under 21s. The midfield trio have been out of action since November after breaking their foot against Manchester United.",0.867533385753632,0.793413043022156,0.828819394111633,0.269419026620185,0.0903428422903493,0.178885375407924,0.178253433924918,0.633309406136483,0.840233027935028,0.845248579978943,0.842733383178711,0.36774779748743,0.166709517135502,0.235075239718949,0.234848417635198,0.376306343332301
"Prasanna Arulchelvam leapt into van as it sped away but was pushed out .His head hit the ground with a 'nasty crunch' and he died 11 days later .A gang tried to steal cigarettes from the victim's van before he gave chase .All three have now been jailed, including the man who pushed Mr Prasanna .","Nick’ shout. 'It was a slap in the face to the man who had pushed me to death,' he said. Van. Patrick O’Driscoll, who was driving the van, was jailed for 12 years. Michael McInerney, who was jailed for 11 years for manslaughter, was arrested in December 2014 devoted father and husband to Mr McInerney, who was a snobby, snobbish, snobbish, snobbish, snobbish, snobbish, snobbish, snobbish, snobbish, snobbish, sno McInerney said he was ‘very sorry’ for the victim’s loss. were arrested in Sheerness for a similar theft. Costco, Booker and Chelmsford. Uday Prasanna was arrested for a robbery in his Basingstoke shop. The former England captain, who was a member of the England squad that won the World Cup in 2004, has died aged 57.",0.681180715560913,0.77417004108429,0.724704623222351,0.269419026620185,0.0903428422903493,0.178885375407924,0.178253433924918,0.168026742512972,0.79771888256073,0.829638063907623,0.813365459442139,0.36774779748743,0.166709517135502,0.235075239718949,0.234848417635198,0.326213170767811
"Smoke from massive fires in Siberia created fiery sunsets in the Pacific Northwest .Atmospheric winds carried smoke from the wildfires across the Pacific Ocean .Smoke particles altered wavelengths from the sun, creating a more intense color .",A fiery sunset greeted people in Washington Sunday.,0.790993392467499,0.742966651916504,0.766228139400482,0.269419026620185,0.0903428422903493,0.178885375407924,0.178253433924918,0.497542972719835,0.729641973972321,0.807053744792938,0.766398012638092,0.36774779748743,0.166709517135502,0.235075239718949,0.234848417635198,0.19618660919816
"Scientists say camel was left in Tulln after the 1683 siege of Vienna .It would have shocked residents as camels were an alien species .'They didn't know what to feed it or whether one could eat it,' study said .Ottoman army used camels for transportation and as riding animals .","Austrians aspire to be 'the first to discover a camel skeleton in central Europe' camel, but it was later confirmed to be a camel. The camel was castrated and was most likely used as a riding animal. German and the Ottoman Empire. Austria. German discovery is the first to be found in the country. Ottomans would use camels as a substitute. The camel was reportedly used in the battle of Vienna, which took place on 11 September 1683. Austrian camels found in the cellar revealed that they were a cross between a camel and a stag. The dog was spotted in the middle of the road in the town of zmir, Turkey, on Sunday.",0.762572944164276,0.791901707649231,0.776960670948029,0.269419026620185,0.0903428422903493,0.178885375407924,0.178253433924918,0.218812642705412,0.775514125823975,0.800959885120392,0.78803163766861,0.36774779748743,0.166709517135502,0.235075239718949,0.234848417635198,0.25952101932734
"Ben Affleck admits he asked PBS show ""Finding Your Roots"" to avoid mentioning his slave-owning ancestor .Dean Obeidallah says the actor and the show were right to leave the detail out .","Benjamin Cole was a slave owner in the mid-1800's. Henry Louis Gates Jr. slaves. slave owners. entertainment. Affleck's email to Lynton, which he had sent to Gates, was not a threat. American heritage. Affleck's comments are a bit of a slap in the face to those who have criticized him for his activism. Americans. The sex of the sex of the sex of the sex of the sex of the sex of the sex of the sex of the sex of the sex of the sex of the sex of the sex of the sex of the sex of the sex of the sex of the sex of the sex of the sex",0.68472695350647,0.731112241744995,0.707159757614136,0.269419026620185,0.0903428422903493,0.178885375407924,0.178253433924918,0.129111836159035,0.743921160697937,0.844358086585999,0.790964007377625,0.36774779748743,0.166709517135502,0.235075239718949,0.234848417635198,0.194812129426616
"Mered Medhanie and Ermias Ghermay 'have made £72m in last two years'Medhanie heard on police wiretap mocking the fatal overcrowding of ships .Ghermay reportedly said: 'I don't know what happened, they probably died'Pair wanted over major smuggling ring, but are hiding in lawless Libya .","Britain's ports. Ghermay was the one who organised it. Italy's highest court to decide whether to charge him with murder. Libyan government in 2011. Italians are not a part of this group.' UAE are'. Italian officials said. Libyans. Middle East to Italy was around 50,000 euros. The migrant is then taken to a smuggling ring in the country of origin. Mediterranean waters. Tunisian (right) preparing to disembark the boat off the coast of Libya on Sunday. 'save' themselves. Libyan officials said. A boat carrying a group of people has capsized off the coast of Italy, the Italian coastguard has said.",0.722065627574921,0.761123955249786,0.741080522537231,0.269419026620185,0.0903428422903493,0.178885375407924,0.178253433924918,0.167063445348126,0.796266973018646,0.826853632926941,0.811272144317627,0.36774779748743,0.166709517135502,0.235075239718949,0.234848417635198,0.276831987619444
"Beatrice seen watching race on terrace with the Gulf state's Crown Prince .Marks 13th holiday since November last year, and fourth in a month .Princess quit her job at Sony Pictures in New York before Christmas .Despite that she is described as working full-time on her father's website .","Beatrice has a history of squabbling with. Bernie Ecclestone has been accused of violently repressing pro-democracy activists, with her long-term boyfriend Dave Clark, who has been accused of violently repressing pro-democracy activists, with her long-term boyfriend Dave Clark. Formula 1 race, he said: ‘It’s a great day out for the family. Bahrain Crown Prince was pictured allegedly kicking a protester in the street. Prince William. Beatrice is not a full-time model. Then, on the day of the Grand Prix, she was spotted in the middle of the road, a few metres from the track, with her father, who was also in the car, a few metres away. Beatrice and her father, David, have been married for a year and a half. New York trip with Mr Clark. New York City area, Beatrice has been spotted in New York, Miami, and Paris. Victoria Tang’s first ever Formula One win. Christmas party at the Royal Albert Hall. American fashion writer Derek Blasberg. reunited with her family for a visit to the UK. Dave and Gabriela Peacock are back in Verbier for Valentines Day Eugenie's favourite song. Bahrain's national anthem. Lewis Hamilton won the 2016 Formula One World Championship from a platform suspended above the track.",0.710759162902832,0.775729537010193,0.741824507713318,0.269419026620185,0.0903428422903493,0.178885375407924,0.178253433924918,0.119329821458897,0.733452677726746,0.775813341140747,0.754038512706757,0.36774779748743,0.166709517135502,0.235075239718949,0.234848417635198,0.206973955925139
"Justice Dept. sent 7-page letter to House Speaker John Boehner explaining why the former IRS official was allowed to plead the Fifth Amendment .Federal prosecutor in charge of the case sent his decision to Capitol Hill on the last day before his own resignation took effect .Lerner offered a self-serving opening statement during a 2013 hearing, but refused to take questions even though she was under subpoena .Hearing focused on the IRS's habit of targeting conservative groups with special scrutiny based on words like 'patriots' or 'tea party' in their names .The DOJ says she can't be prosecuted for defying the subpoena 'because she made only general claims of innocence' and offered few details .","Lerner's lawyer, who has been a close ally of the IRS, said he was ""very disappointed"" with the outcome. resigned in April 2013. Lois Lerner's defense in a statement to the Washington Post on Monday. Republican House minority leader, said he was ""very disappointed"" with the decision. Lerner had been defending herself under oath in the 2013 hearing. Justice Department. First Amendment is the only way to protect our democracy.' GOP candidates. Cummings was a vocal critic of, is now a vocal critic of Lerner. Lerner was convicted of lying to Congress in a'serious' case in 2009, and was sentenced to a year in prison. IRS convictions.' The Justice Department has sent a letter to House Speaker John Boehner apologizing for the 'inappropriate' handling of the investigation into the'suspicious' disclosure of the identity of a former FBI director.",0.781139254570007,0.783165693283081,0.782151162624359,0.269419026620185,0.0903428422903493,0.178885375407924,0.178253433924918,0.34122412169081,0.820083558559418,0.815183162689209,0.817625999450684,0.36774779748743,0.166709517135502,0.235075239718949,0.234848417635198,0.526899245802967
Obama's point man in ISIS fight doesn't rule out U.S. military action beyond Iraq and Syria .Brett McGurk: Iraqi leader making progress with Sunni tribes in planned Anbar offensive .,"ISIS has sent the United States into uncharted territory,"" McGurk said. Syria-style airstrikes. Iraq's tools are not yet fully developed,"" he said. Shiite and that the United States is not a Shiite. ISIS propaganda, and they're going to be able to get the message out to the Sunni tribes and the Sunni people,"" McGurk said. ISIS is a very dangerous place to be, and they're learning that they're going to be killed."" The jihadists are a threat to the very fabric of the United States, and I think we're going to see those networks begin to dry up.""",0.731685042381287,0.800418734550476,0.764510154724121,0.269419026620185,0.0903428422903493,0.178885375407924,0.178253433924918,0.148276859848822,0.713248729705811,0.814576387405396,0.76055246591568,0.36774779748743,0.166709517135502,0.235075239718949,0.234848417635198,0.14936949850159
Farage claims PM has been secretly using hair dye to turn back the years .He said: 'Any man who can reverse the greying process I’m jealous of'The PM has been accused of visiting stylists to keep hair looking youthful .,Ukip leader said he was 'jealous' of how Tory leader reversed greying process.,0.818190038204193,0.759838461875916,0.787935435771942,0.269419026620185,0.0903428422903493,0.178885375407924,0.178253433924918,0.0928456389686666,0.777059614658356,0.847263336181641,0.810644388198853,0.36774779748743,0.166709517135502,0.235075239718949,0.234848417635198,0.269418989347633
"Bomb expert David Hyche created the eggs when his daughter turned blind .The children follow sound of a beeper in a plastic egg, trade it for candy .He has now passed on the idea to Alabama Institute for Deaf and Blind .","David Hyche, now a special agent at the ATF, developed the technology when his daughter turned blind. A transmitter is placed inside plastic eggs that let off a high-pitched beeping sound. Now he has passed on the idea to the Alabama Institute for Deaf and Blind in Birmingham.",0.868870258331299,0.899353504180908,0.883849084377289,0.269419026620185,0.0903428422903493,0.178885375407924,0.178253433924918,0.471626022182409,0.799556970596314,0.904386758804321,0.848747193813324,0.36774779748743,0.166709517135502,0.235075239718949,0.234848417635198,0.250320756481408
"David Messerschmitt, 30, who met his wife in college, had been using Craigslist to solicit men, according to an affidavit on Tuesday .Jamyra Gallmon, 21, 'contacted victim using a masculine-sounding email address and went to hotel with the intention of robbing him'The pair got into a struggle on February 9 and she stabbed him repeatedly in the abdomen, back and groin .The lawyer was found dead at the upscale Washington DC hotel after being reported missing by his wife .Gallmon made an initial appearance on the murder charge Superior Court in DC on Thursday .","David Messerschmitt, who was married to his wife, was a former lawyer who had been a partner in a law firm. David Messerschmitt was a'sexy, sexy man' who had been'selecting men to sex with'. pierced his rib cage. a cigarette lighter, a cigarette lighter, a cigarette lighter, a cigarette lighter, a cigarette lighter, a cigarette lighter, a cigarette lighter, a cigarette lighter, a cigarette lighter, a cigarette lighter, a cigarette lighter, a cigarette lighter, a cigarette lighter, a cigarette lighter, a cigarette lighter, a cigarette lighter, a  'chrissanchez0906' was also used in the exchange. commenter said that 'dcguy456' had previously posted on the 'M4M' section of Craigslist and identified himself as bisexual. David Messerschmitt was a lawyer. exemplary record. DLA Piper for more than two hours. Jamyra Gallmon was a'suspicious' woman who had been'suspicious' of Messerschmitt. Gallmon's mother said. Ohio University. Gallmon, who was arrested on suspicion of murder, was released on a $20,000 bond. .",0.743769884109497,0.767820358276367,0.755603790283203,0.269419026620185,0.0903428422903493,0.178885375407924,0.178253433924918,0.162912835303547,0.840908527374268,0.845728397369385,0.843311548233032,0.36774779748743,0.166709517135502,0.235075239718949,0.234848417635198,0.437493909486125
"Serial killer Peter Sutcliffe, 68, was jailed for life for murdering 13 women .Held at Broadmoor since being diagnosed with paranoid schizophrenia .He is now being considered for a move to the low-security Priory unit .","Priory unit. Jack the Ripper be moved to a new prison. Broadmoor as a'sexy''sexy''sexy''sexy''sexy''sexy''sexy''sexy''sexy''sexy''sexy''sexy''sexy''sexy''sexy''sex 'very relaxed', he said. Sutcliffe has been released by the hospital, which has said he is a Jehovah’s Witness. Broadmoor music. Broadmoor unit is set in Berkshire woodland and offers a fully equipped gym and running track, a music room and occupational therapy suite. reintegration.' a blindness. Peter Sutcliffe, pictured, was convicted of murdering his victims in the 1980s Broadmoor since 1981, when he was given 20 life sentences. deciding he was not fit to be released. The medical staff at the Priory Prison in London have been told to stop treating a man who has been convicted of murdering a woman.",0.712918639183044,0.811269104480743,0.758920729160309,0.269419026620185,0.0903428422903493,0.178885375407924,0.178253433924918,0.154755791198142,0.794719099998474,0.834089398384094,0.813928425312042,0.36774779748743,0.166709517135502,0.235075239718949,0.234848417635198,0.236411626220517
"ISIS has announced that all nurses working for them must speak English .Rule was one of the entry requirements for a new nursing school in Raqqa .NHS has also attempted to introduce English language checks for nurses .But despite the law being approved, a lengthy consultation process means EU-trained nurses are still being employed without English tests .","English teachers. EU rules are still being worked out, but the BBC has learned that the first rules are due to be published in the next few weeks. ISIS's medical examination and have a minimum of a bachelor's degree. Britain having a national register of nurses. English language years in the country. Raqqa school will be able to work for the terrorist organisation for a year ISIS' first English-language broadcast, was aired on Tuesday. France. NHS England and the Department of Health. English level of 'B'. Find a suitable level for your job.",0.749299049377441,0.813898682594299,0.78026407957077,0.269419026620185,0.0903428422903493,0.178885375407924,0.178253433924918,0.304484730215884,0.783442497253418,0.851194143295288,0.815914213657379,0.36774779748743,0.166709517135502,0.235075239718949,0.234848417635198,0.299088118536264
Kevin Streelman beat Camilo Villegas on third play-off hole at Augusta .Tiger Woods played in the par-three contest for the first time since 2004 .Jack Nicklaus recorded his first ever hole-in-one at the Masters .,"Kevin Streelman won the Par-3 Contest on a play-off against Camilo Villegas on Wednesday. Masters champions, but Streelman's victory was a surprise. Nicklaus's left foot. Augusta National clubhouse. Tiger Woods won the tournament. Jack Nicklaus (centre) with Ben Crenshaw (right) and Gary Player (centre) Rory McIlroy for the way I played the ninth,' he said. Rory McIlroy has been praised for his performance in the Masters final round by his coach Rory Horan.",0.772366523742676,0.844609498977661,0.80687415599823,0.269419026620185,0.0903428422903493,0.178885375407924,0.178253433924918,0.315957328612807,0.810853600502014,0.884985566139221,0.846299290657043,0.36774779748743,0.166709517135502,0.235075239718949,0.234848417635198,0.300573197001686
"Boy, five, pelts police with stones as Palestinian protesters clash with Israeli police on the northern West Bank .Violence erupted after more than 100 demonstrators took part in a rally to mark Palestinian Prisoners Day .Israel has arrested around 800,000 Palestinians in the occupied territories since 1967 with 6,000 currently being held .",At least one protester was believed to have been injured as violence flared on the streets.,0.787657260894775,0.71265983581543,0.748284041881561,0.269419026620185,0.0903428422903493,0.178885375407924,0.178253433924918,0.523486803039934,0.748272299766541,0.791198253631592,0.769136786460876,0.36774779748743,0.166709517135502,0.235075239718949,0.234848417635198,0.270656215125744
Fulham 2-2 Wigan Athletic: CLICK HERE to read the match report .Latics came from behind twice to stun the Cottagers .Gary Caldwell admitted his first taste of management was 'crazy',Wigan's Gary Caldwell admits his first taste of management was 'crazy' Jermaine Pennant. Wigan hopes Win: Smith celebrates scoring against Wigan Wigan's Bong for the ball in the first half Wigan's fault. The spokesman for the governing body said: 'It's a very positive development.,0.79251903295517,0.792429029941559,0.792474031448364,0.269419026620185,0.0903428422903493,0.178885375407924,0.178253433924918,0.331130933267092,0.777570486068726,0.830497741699219,0.803163111209869,0.36774779748743,0.166709517135502,0.235075239718949,0.234848417635198,0.235530180931428
